repayment_id,loan_id,emi_number,due_date,payment_date,amount_due,amount_paid,payment_mode,days_late
R-FK-5583,L-FK-2024-1081,1,22-12-2024,18-01-2025,2306.57,987.12,Cash,27
R-FK-5584,L-FK-2024-1081,2,21-01-2025,22-01-2025,2306.57,2306.57,Cash,1
R-FK-5585,L-FK-2024-1081,3,20-02-2025,13-02-2025,2306.57,2306.57,Cash,-7
R-FK-5586,L-FK-2024-1081,4,22-03-2025,22-03-2025,2306.57,2306.57,Auto-Debit,0
R-FK-5587,L-FK-2024-1081,5,21-04-2025,24-04-2025,2306.57,2306.57,Auto-Debit,3
R-FK-5588,L-FK-2024-1081,6,21-05-2025,20-05-2025,2306.57,2306.57,UPI,-1
R-FK-5589,L-FK-2024-1081,7,20-06-2025,25-06-2025,2306.57,2306.57,Debit Card,5
R-FK-5590,L-FK-2024-1081,8,20-07-2025,21-07-2025,2306.57,2306.57,Debit Card,1
R-FK-5591,L-FK-2024-1081,9,19-08-2025,19-08-2025,2306.57,2306.57,UPI,0
R-FK-5592,L-FK-2024-1081,10,18-09-2025,10-09-2025,2306.57,2306.57,Cash,-8
R-FK-5593,L-FK-2024-1081,11,18-10-2025,26-11-2025,2306.57,2306.57,UPI,39
R-FK-5594,L-FK-2024-1081,12,17-11-2025,12-11-2025,2306.57,2306.57,Cash,-5
R-FK-5595,L-FK-2024-1082,1,02-02-2025,30-01-2025,1235.25,1235.25,UPI,-3
R-FK-5596,L-FK-2024-1082,2,04-03-2025,04-03-2025,1235.25,1235.25,Net Banking,0
R-FK-5597,L-FK-2024-1082,3,03-04-2025,09-04-2025,1235.25,1235.25,UPI,6
R-FK-5598,L-FK-2024-1082,4,03-05-2025,04-05-2025,1235.25,1235.25,Debit Card,1
R-FK-5599,L-FK-2024-1082,5,02-06-2025,30-05-2025,1235.25,1235.25,Cash,-3
R-FK-5600,L-FK-2024-1082,6,02-07-2025,03-07-2025,1235.25,1235.25,Debit Card,1
R-FK-5601,L-FK-2024-1082,7,01-08-2025,02-08-2025,1235.25,1235.25,Net Banking,1
R-FK-5602,L-FK-2024-1082,8,31-08-2025,15-09-2025,1235.25,1235.25,Auto-Debit,15
R-FK-5603,L-FK-2024-1082,9,30-09-2025,18-10-2025,1235.25,658.55,Net Banking,18
R-FK-5604,L-FK-2024-1083,1,25-05-2024,03-07-2024,497.02,365.74,Net Banking,39
R-FK-5605,L-FK-2024-1083,2,24-06-2024,19-07-2024,497.02,284.43,Auto-Debit,25
R-FK-5606,L-FK-2024-1083,3,24-07-2024,25-07-2024,497.02,497.02,UPI,1
R-FK-5607,L-FK-2024-1083,4,23-08-2024,04-10-2024,497.02,497.02,Cash,42
R-FK-5608,L-FK-2024-1083,5,22-09-2024,,497.02,0.0,,
R-FK-5609,L-FK-2024-1083,6,22-10-2024,,497.02,0.0,,
R-FK-5610,L-FK-2024-1083,7,21-11-2024,,497.02,0.0,,
R-FK-5611,L-FK-2024-1083,8,21-12-2024,,497.02,0.0,,
R-FK-5612,L-FK-2024-1083,9,20-01-2025,,497.02,0.0,,
R-FK-5613,L-FK-2024-1083,10,19-02-2025,,497.02,0.0,,
R-FK-5614,L-FK-2024-1083,11,21-03-2025,,497.02,0.0,,
R-FK-5615,L-FK-2024-1083,12,20-04-2025,,497.02,0.0,,
R-FK-5616,L-FK-2024-1084,1,05-05-2024,06-05-2024,13757.08,13757.08,UPI,1
R-FK-5617,L-FK-2024-1084,2,04-06-2024,,13757.08,0.0,,
R-FK-5618,L-FK-2024-1084,3,04-07-2024,,13757.08,0.0,,
R-FK-5619,L-FK-2024-1085,1,03-01-2025,03-01-2025,471.7,471.7,Auto-Debit,0
R-FK-5620,L-FK-2024-1085,2,02-02-2025,02-02-2025,471.7,471.7,Cash,0
R-FK-5621,L-FK-2024-1085,3,04-03-2025,04-03-2025,471.7,471.7,Auto-Debit,0
R-FK-5622,L-FK-2024-1085,4,03-04-2025,03-04-2025,471.7,471.7,Debit Card,0
R-FK-5623,L-FK-2024-1085,5,03-05-2025,04-05-2025,471.7,471.7,UPI,1
R-FK-5624,L-FK-2024-1085,6,02-06-2025,04-06-2025,471.7,471.7,Cash,2
R-FK-5625,L-FK-2024-1085,7,02-07-2025,03-07-2025,471.7,471.7,Net Banking,1
R-FK-5626,L-FK-2024-1085,8,01-08-2025,31-07-2025,471.7,471.7,UPI,-1
R-FK-5627,L-FK-2024-1085,9,31-08-2025,02-09-2025,471.7,471.7,Debit Card,2
R-FK-5628,L-FK-2024-1085,10,30-09-2025,30-09-2025,471.7,471.7,Debit Card,0
R-FK-5629,L-FK-2024-1085,11,30-10-2025,18-11-2025,471.7,471.7,Debit Card,19
R-FK-5630,L-FK-2024-1085,12,29-11-2025,01-12-2025,471.7,471.7,Auto-Debit,2
R-FK-5631,L-FK-2024-1086,1,27-01-2025,,5286.56,0.0,,
R-FK-5632,L-FK-2024-1086,2,26-02-2025,,5286.56,0.0,,
R-FK-5633,L-FK-2024-1086,3,28-03-2025,,5286.56,0.0,,
R-FK-5634,L-FK-2024-1086,4,27-04-2025,,5286.56,0.0,,
R-FK-5635,L-FK-2024-1086,5,27-05-2025,,5286.56,0.0,,
R-FK-5636,L-FK-2024-1086,6,26-06-2025,,5286.56,0.0,,
R-FK-5637,L-FK-2024-1087,1,07-12-2024,08-12-2024,461.02,461.02,Debit Card,1
R-FK-5638,L-FK-2024-1087,2,06-01-2025,11-01-2025,461.02,198.26,UPI,5
R-FK-5639,L-FK-2024-1087,3,05-02-2025,25-02-2025,461.02,335.34,UPI,20
R-FK-5640,L-FK-2024-1087,4,07-03-2025,08-03-2025,461.02,461.02,Auto-Debit,1
R-FK-5641,L-FK-2024-1087,5,06-04-2025,08-04-2025,461.02,461.02,Cash,2
R-FK-5642,L-FK-2024-1087,6,06-05-2025,06-05-2025,461.02,461.02,UPI,0
R-FK-5643,L-FK-2024-1087,7,05-06-2025,07-06-2025,461.02,461.02,Net Banking,2
R-FK-5644,L-FK-2024-1087,8,05-07-2025,06-07-2025,461.02,461.02,Debit Card,1
R-FK-5645,L-FK-2024-1087,9,04-08-2025,05-08-2025,461.02,461.02,Net Banking,1
R-FK-5646,L-FK-2024-1087,10,03-09-2025,10-10-2025,461.02,230.25,Net Banking,37
R-FK-5647,L-FK-2024-1087,11,03-10-2025,07-10-2025,461.02,397.0,UPI,4
R-FK-5648,L-FK-2024-1087,12,02-11-2025,03-11-2025,461.02,461.02,Net Banking,1
R-FK-5649,L-FK-2024-1088,1,25-01-2025,25-01-2025,2775.25,2775.25,UPI,0
R-FK-5650,L-FK-2024-1088,2,24-02-2025,25-02-2025,2775.25,2775.25,Auto-Debit,1
R-FK-5651,L-FK-2024-1088,3,26-03-2025,26-03-2025,2775.25,2775.25,Debit Card,0
R-FK-5652,L-FK-2024-1089,1,22-12-2024,22-12-2024,3482.81,3482.81,Auto-Debit,0
R-FK-5653,L-FK-2024-1089,2,21-01-2025,22-01-2025,3482.81,3482.81,Cash,1
R-FK-5654,L-FK-2024-1089,3,20-02-2025,22-02-2025,3482.81,3482.81,UPI,2
R-FK-5655,L-FK-2024-1089,4,22-03-2025,22-03-2025,3482.81,3482.81,UPI,0
R-FK-5656,L-FK-2024-1089,5,21-04-2025,18-04-2025,3482.81,3482.81,UPI,-3
R-FK-5657,L-FK-2024-1089,6,21-05-2025,12-05-2025,3482.81,3482.81,Auto-Debit,-9
R-FK-5658,L-FK-2024-1090,1,17-05-2024,,3713.49,0.0,,
R-FK-5659,L-FK-2024-1090,2,16-06-2024,15-07-2024,3713.49,1769.01,UPI,29
R-FK-5660,L-FK-2024-1090,3,16-07-2024,,3713.49,0.0,,
R-FK-5661,L-FK-2024-1090,4,15-08-2024,15-09-2024,3713.49,3713.49,UPI,31
R-FK-5662,L-FK-2024-1090,5,14-09-2024,16-09-2024,3713.49,3713.49,Debit Card,2
R-FK-5663,L-FK-2024-1090,6,14-10-2024,25-10-2024,3713.49,3713.49,Auto-Debit,11
R-FK-5664,L-FK-2024-1090,7,13-11-2024,,3713.49,0.0,,
R-FK-5665,L-FK-2024-1090,8,13-12-2024,,3713.49,0.0,,
R-FK-5666,L-FK-2024-1090,9,12-01-2025,,3713.49,0.0,,
R-FK-5667,L-FK-2024-1090,10,11-02-2025,,3713.49,0.0,,
R-FK-5668,L-FK-2024-1090,11,13-03-2025,,3713.49,0.0,,
R-FK-5669,L-FK-2024-1090,12,12-04-2025,,3713.49,0.0,,
R-FK-5670,L-FK-2024-1091,1,27-07-2024,,10289.95,0.0,,
R-FK-5671,L-FK-2024-1091,2,26-08-2024,,10289.95,0.0,,
R-FK-5672,L-FK-2024-1091,3,25-09-2024,,10289.95,0.0,,
R-FK-5673,L-FK-2024-1092,1,22-05-2024,,12273.55,0.0,,
R-FK-5674,L-FK-2024-1092,2,21-06-2024,,12273.55,0.0,,
R-FK-5675,L-FK-2024-1092,3,21-07-2024,,12273.55,0.0,,
R-FK-5676,L-FK-2024-1093,1,21-09-2024,,5047.01,0.0,,
R-FK-5677,L-FK-2024-1093,2,21-10-2024,,5047.01,0.0,,
R-FK-5678,L-FK-2024-1093,3,20-11-2024,,5047.01,0.0,,
R-FK-5679,L-FK-2024-1094,1,15-08-2024,16-08-2024,1795.38,1795.38,Cash,1
R-FK-5680,L-FK-2024-1094,2,14-09-2024,16-09-2024,1795.38,1795.38,Debit Card,2
R-FK-5681,L-FK-2024-1094,3,14-10-2024,15-10-2024,1795.38,1795.38,UPI,1
R-FK-5682,L-FK-2024-1094,4,13-11-2024,,1795.38,0.0,,
R-FK-5683,L-FK-2024-1094,5,13-12-2024,,1795.38,0.0,,
R-FK-5684,L-FK-2024-1094,6,12-01-2025,,1795.38,0.0,,
R-FK-5685,L-FK-2024-1095,1,16-11-2024,,1739.47,0.0,,
R-FK-5686,L-FK-2024-1095,2,16-12-2024,,1739.47,0.0,,
R-FK-5687,L-FK-2024-1095,3,15-01-2025,,1739.47,0.0,,
R-FK-5688,L-FK-2024-1095,4,14-02-2025,,1739.47,0.0,,
R-FK-5689,L-FK-2024-1095,5,16-03-2025,,1739.47,0.0,,
R-FK-5690,L-FK-2024-1095,6,15-04-2025,,1739.47,0.0,,
R-FK-5691,L-FK-2024-1095,7,15-05-2025,,1739.47,0.0,,
R-FK-5692,L-FK-2024-1095,8,14-06-2025,,1739.47,0.0,,
R-FK-5693,L-FK-2024-1095,9,14-07-2025,,1739.47,0.0,,
R-FK-5694,L-FK-2024-1096,1,10-06-2024,17-07-2024,1870.68,1870.68,UPI,37
R-FK-5695,L-FK-2024-1096,2,10-07-2024,11-07-2024,1870.68,1870.68,Cash,1
R-FK-5696,L-FK-2024-1096,3,09-08-2024,11-08-2024,1870.68,1870.68,UPI,2
R-FK-5697,L-FK-2024-1096,4,08-09-2024,09-09-2024,1870.68,1870.68,Net Banking,1
R-FK-5698,L-FK-2024-1096,5,08-10-2024,09-10-2024,1870.68,1870.68,Auto-Debit,1
R-FK-5699,L-FK-2024-1096,6,07-11-2024,07-11-2024,1870.68,1870.68,Cash,0
R-FK-5700,L-FK-2024-1096,7,07-12-2024,07-12-2024,1870.68,1870.68,UPI,0
R-FK-5701,L-FK-2024-1096,8,06-01-2025,06-01-2025,1870.68,1870.68,Cash,0
R-FK-5702,L-FK-2024-1096,9,05-02-2025,19-03-2025,1870.68,1278.65,UPI,42
R-FK-5703,L-FK-2024-1096,10,2025-03-07,24-03-2025,1870.68,772.67,UPI,17
R-FK-5704,L-FK-2024-1096,11,06-04-2025,03-04-2025,1870.68,1870.68,Debit Card,-3
R-FK-5705,L-FK-2024-1096,12,06-05-2025,08-06-2025,1870.68,1870.68,UPI,33
R-FK-5706,L-FK-2024-1097,1,22-10-2024,,2744.37,0.0,,
R-FK-5707,L-FK-2024-1097,2,21-11-2024,,2744.37,0.0,,
R-FK-5708,L-FK-2024-1097,3,21-12-2024,,2744.37,0.0,,
R-FK-5709,L-FK-2024-1098,1,17-09-2024,18-09-2024,3530.77,3530.77,Net Banking,1
R-FK-5710,L-FK-2024-1098,2,17-10-2024,,3530.77,0.0,,
R-FK-5711,L-FK-2024-1098,3,16-11-2024,16-11-2024,3530.77,3530.77,UPI,0
R-FK-5712,L-FK-2024-1098,4,16-12-2024,,3530.77,0.0,,
R-FK-5713,L-FK-2024-1098,5,15-01-2025,,3530.77,0.0,,
R-FK-5714,L-FK-2024-1098,6,14-02-2025,,3530.77,0.0,,
R-FK-5715,L-FK-2024-1099,1,08-12-2024,,1445.27,0.0,,
R-FK-5716,L-FK-2024-1099,2,07-01-2025,,1445.27,0.0,,
R-FK-5717,L-FK-2024-1099,3,06-02-2025,,1445.27,0.0,,
R-FK-5718,L-FK-2024-1099,4,08-03-2025,,1445.27,0.0,,
R-FK-5719,L-FK-2024-1099,5,07-04-2025,,1445.27,0.0,,
R-FK-5720,L-FK-2024-1099,6,07-05-2025,,1445.27,0.0,,
R-FK-5721,L-FK-2024-1099,7,06-06-2025,,1445.27,0.0,,
R-FK-5722,L-FK-2024-1099,8,06-07-2025,,1445.27,0.0,,
R-FK-5723,L-FK-2024-1099,9,05-08-2025,,1445.27,0.0,,
R-FK-5724,L-FK-2024-1100,1,04-09-2024,04-09-2024,986.34,986.34,Net Banking,0
R-FK-5725,L-FK-2024-1100,2,04-10-2024,05-10-2024,986.34,986.34,Net Banking,1
R-FK-5726,L-FK-2024-1100,3,03-11-2024,05-11-2024,986.34,986.34,Auto-Debit,2
R-FK-5727,L-FK-2024-1100,4,03-12-2024,03-12-2024,986.34,986.34,UPI,0
R-FK-5728,L-FK-2024-1100,5,2025-01-02,03-01-2025,986.34,986.34,Cash,1
R-FK-5729,L-FK-2024-1100,6,01-02-2025,07-03-2025,986.34,986.34,Cash,34
R-FK-5730,L-FK-2024-1100,7,03-03-2025,27-02-2025,986.34,986.34,Net Banking,-4
R-FK-5731,L-FK-2024-1100,8,02-04-2025,01-04-2025,986.34,986.34,Debit Card,-1
R-FK-5732,L-FK-2024-1100,9,02-05-2025,26-04-2025,986.34,986.34,Net Banking,-6
R-FK-5733,L-FK-2024-1101,1,18-07-2024,26-08-2024,933.68,933.68,Debit Card,39
R-FK-5734,L-FK-2024-1101,2,17-08-2024,19-08-2024,933.68,933.68,UPI,2
R-FK-5735,L-FK-2024-1101,3,16-09-2024,08-09-2024,933.68,933.68,Cash,-8
R-FK-5736,L-FK-2024-1101,4,16-10-2024,16-10-2024,933.68,933.68,Debit Card,0
R-FK-5737,L-FK-2024-1101,5,15-11-2024,13-12-2024,933.68,933.68,UPI,28
R-FK-5738,L-FK-2024-1101,6,15-12-2024,11-01-2025,933.68,933.68,Auto-Debit,27
R-FK-5739,L-FK-2024-1101,7,14-01-2025,14-01-2025,933.68,933.68,UPI,0
R-FK-5740,L-FK-2024-1101,8,13-02-2025,06-02-2025,933.68,933.68,UPI,-7
R-FK-5741,L-FK-2024-1101,9,15-03-2025,16-03-2025,933.68,933.68,UPI,1
R-FK-5742,L-FK-2024-1101,10,14-04-2025,09-04-2025,933.68,933.68,Debit Card,-5
R-FK-5743,L-FK-2024-1101,11,14-05-2025,16-05-2025,933.68,933.68,Debit Card,2
R-FK-5744,L-FK-2024-1101,12,13-06-2025,14-06-2025,933.68,933.68,Cash,1
R-FK-5745,L-FK-2024-1102,1,14-12-2024,12-12-2024,2622.59,2622.59,Auto-Debit,-2
R-FK-5746,L-FK-2024-1102,2,13-01-2025,23-01-2025,2622.59,1816.73,Auto-Debit,10
R-FK-5747,L-FK-2024-1102,3,12-02-2025,23-02-2025,2622.59,2622.59,UPI,11
R-FK-5748,L-FK-2024-1103,1,10-02-2025,,3313.46,0.0,,
R-FK-5749,L-FK-2024-1103,2,12-03-2025,,3313.46,0.0,,
R-FK-5750,L-FK-2024-1103,3,11-04-2025,,3313.46,0.0,,
R-FK-5751,L-FK-2024-1104,1,02-03-2025,02-03-2025,817.44,817.44,Net Banking,0
R-FK-5752,L-FK-2024-1104,2,01-04-2025,16-04-2025,817.44,817.44,UPI,15
R-FK-5753,L-FK-2024-1104,3,01-05-2025,02-05-2025,817.44,817.44,Auto-Debit,1
R-FK-5754,L-FK-2024-1104,4,31-05-2025,02-06-2025,817.44,817.44,Auto-Debit,2
R-FK-5755,L-FK-2024-1104,5,30-06-2025,30-06-2025,817.44,817.44,UPI,0
R-FK-5756,L-FK-2024-1104,6,30-07-2025,24-07-2025,817.44,817.44,UPI,-6
R-FK-5757,L-FK-2024-1105,1,13-06-2024,,856.86,0.0,,
R-FK-5758,L-FK-2024-1105,2,13-07-2024,,856.86,0.0,,
R-FK-5759,L-FK-2024-1105,3,12-08-2024,,856.86,0.0,,
R-FK-5760,L-FK-2024-1105,4,11-09-2024,,856.86,0.0,,
R-FK-5761,L-FK-2024-1105,5,11-10-2024,,856.86,0.0,,
R-FK-5762,L-FK-2024-1105,6,10-11-2024,,856.86,0.0,,
R-FK-5763,L-FK-2024-1106,1,26-07-2024,22-08-2024,12087.23,12087.23,Debit Card,27
R-FK-5764,L-FK-2024-1106,2,25-08-2024,07-09-2024,12087.23,12087.23,Net Banking,13
R-FK-5765,L-FK-2024-1106,3,2024-09-24,24-09-2024,12087.23,12087.23,UPI,0
R-FK-5766,L-FK-2024-1107,1,19-09-2024,,8397.16,0.0,,
R-FK-5767,L-FK-2024-1107,2,19-10-2024,,8397.16,0.0,,
R-FK-5768,L-FK-2024-1107,3,18-11-2024,,8397.16,0.0,,
R-FK-5769,L-FK-2024-1108,1,09-01-2025,09-01-2025,6104.66,6104.66,Cash,0
R-FK-5770,L-FK-2024-1108,2,08-02-2025,08-02-2025,6104.66,6104.66,Cash,0
R-FK-5771,L-FK-2024-1108,3,10-03-2025,11-03-2025,6104.66,6104.66,UPI,1
R-FK-5772,L-FK-2024-1109,1,19-11-2024,,1349.79,0.0,,
R-FK-5773,L-FK-2024-1109,2,19-12-2024,,1349.79,0.0,,
R-FK-5774,L-FK-2024-1109,3,18-01-2025,,1349.79,0.0,,
R-FK-5775,L-FK-2024-1109,4,17-02-2025,,1349.79,0.0,,
R-FK-5776,L-FK-2024-1109,5,19-03-2025,,1349.79,0.0,,
R-FK-5777,L-FK-2024-1109,6,18-04-2025,,1349.79,0.0,,
R-FK-5778,L-FK-2024-1110,1,01-03-2025,03-03-2025,3164.84,3164.84,Cash,2
R-FK-5779,L-FK-2024-1110,2,31-03-2025,26-03-2025,3164.84,3164.84,Auto-Debit,-5
R-FK-5780,L-FK-2024-1110,3,30-04-2025,30-04-2025,3164.84,3164.84,UPI,0
R-FK-5781,L-FK-2024-1110,4,30-05-2025,30-05-2025,3164.84,3164.84,Debit Card,0
R-FK-5782,L-FK-2024-1110,5,29-06-2025,29-06-2025,3164.84,3164.84,Net Banking,0
R-FK-5783,L-FK-2024-1110,6,29-07-2025,21-07-2025,3164.84,3164.84,Debit Card,-8
R-FK-5784,L-FK-2024-1111,1,20-11-2024,22-11-2024,2076.89,2076.89,Net Banking,2
R-FK-5785,L-FK-2024-1111,2,20-12-2024,20-12-2024,2076.89,2076.89,Debit Card,0
R-FK-5786,L-FK-2024-1111,3,19-01-2025,11-01-2025,2076.89,2076.89,Net Banking,-8
R-FK-5787,L-FK-2024-1111,4,18-02-2025,16-02-2025,2076.89,2076.89,Debit Card,-2
R-FK-5788,L-FK-2024-1111,5,20-03-2025,23-03-2025,2076.89,1399.14,Debit Card,3
R-FK-5789,L-FK-2024-1111,6,19-04-2025,05-05-2025,2076.89,984.71,Auto-Debit,16
R-FK-5790,L-FK-2024-1112,1,21-09-2024,26-09-2024,12085.08,5030.0,Debit Card,5
R-FK-5791,L-FK-2024-1112,2,21-10-2024,,12085.08,0.0,,
R-FK-5792,L-FK-2024-1112,3,20-11-2024,,12085.08,0.0,,
R-FK-5793,L-FK-2024-1113,1,04-02-2025,,2808.14,0.0,,
R-FK-5794,L-FK-2024-1113,2,06-03-2025,,2808.14,0.0,,
R-FK-5795,L-FK-2024-1113,3,05-04-2025,,2808.14,0.0,,
R-FK-5796,L-FK-2024-1114,1,27-09-2024,19-10-2024,8717.62,8717.62,UPI,22
R-FK-5797,L-FK-2024-1114,2,27-10-2024,27-10-2024,8717.62,8717.62,Net Banking,0
R-FK-5798,L-FK-2024-1114,3,26-11-2024,26-11-2024,8717.62,8717.62,Auto-Debit,0
R-FK-5799,L-FK-2024-1115,1,01-09-2024,03-09-2024,13645.94,13645.94,Auto-Debit,2
R-FK-5800,L-FK-2024-1115,2,01-10-2024,09-11-2024,13645.94,13645.94,UPI,39
R-FK-5801,L-FK-2024-1115,3,31-10-2024,21-10-2024,13645.94,13645.94,UPI,-10
R-FK-5802,L-FK-2024-1116,1,01-01-2025,,3501.69,0.0,,
R-FK-5803,L-FK-2024-1116,2,31-01-2025,,3501.69,0.0,,
R-FK-5804,L-FK-2024-1116,3,02-03-2025,,3501.69,0.0,,
R-FK-5805,L-FK-2024-1116,4,01-04-2025,,3501.69,0.0,,
R-FK-5806,L-FK-2024-1116,5,01-05-2025,,3501.69,0.0,,
R-FK-5807,L-FK-2024-1116,6,31-05-2025,,3501.69,0.0,,
R-FK-5808,L-FK-2024-1117,1,01-11-2024,,6958.53,0.0,,
R-FK-5809,L-FK-2024-1117,2,01-12-2024,,6958.53,0.0,,
R-FK-5810,L-FK-2024-1117,3,31-12-2024,,6958.53,0.0,,
R-FK-5811,L-FK-2024-1118,1,29-10-2024,,13669.56,0.0,,
R-FK-5812,L-FK-2024-1118,2,28-11-2024,,13669.56,0.0,,
R-FK-5813,L-FK-2024-1118,3,28-12-2024,,13669.56,0.0,,
R-FK-5814,L-FK-2024-1119,1,17-10-2024,17-10-2024,3204.64,3204.64,Cash,0
R-FK-5815,L-FK-2024-1119,2,16-11-2024,09-12-2024,3204.64,3204.64,Net Banking,23
R-FK-5816,L-FK-2024-1119,3,2024-12-16,17-12-2024,3204.64,3204.64,Cash,1
R-FK-5817,L-FK-2024-1119,4,15-01-2025,,3204.64,0.0,,
R-FK-5818,L-FK-2024-1119,5,14-02-2025,15-02-2025,3204.64,3204.64,Net Banking,1
R-FK-5819,L-FK-2024-1119,6,16-03-2025,16-03-2025,3204.64,3204.64,Auto-Debit,0
R-FK-5820,L-FK-2024-1119,7,15-04-2025,,3204.64,0.0,,
R-FK-5821,L-FK-2024-1119,8,15-05-2025,,3204.64,0.0,,
R-FK-5822,L-FK-2024-1119,9,14-06-2025,,3204.64,0.0,,
R-FK-5823,L-FK-2024-1119,10,14-07-2025,,3204.64,0.0,,
R-FK-5824,L-FK-2024-1119,11,13-08-2025,,3204.64,0.0,,
R-FK-5825,L-FK-2024-1119,12,12-09-2025,,3204.64,0.0,,
R-FK-5826,L-FK-2024-1120,1,21-01-2025,,809.03,0.0,,
R-FK-5827,L-FK-2024-1120,2,20-02-2025,,809.03,0.0,,
R-FK-5828,L-FK-2024-1120,3,22-03-2025,,809.03,0.0,,
R-FK-5829,L-FK-2024-1120,4,21-04-2025,,809.03,0.0,,
R-FK-5830,L-FK-2024-1120,5,21-05-2025,,809.03,0.0,,
R-FK-5831,L-FK-2024-1120,6,20-06-2025,,809.03,0.0,,
R-FK-5832,L-FK-2024-1121,1,26-02-2025,27-02-2025,4349.8,4349.8,Debit Card,1
R-FK-5833,L-FK-2024-1121,2,28-03-2025,19-03-2025,4349.8,4349.8,UPI,-9
R-FK-5834,L-FK-2024-1121,3,27-04-2025,29-04-2025,4349.8,4349.8,UPI,2
R-FK-5835,L-FK-2024-1121,4,27-05-2025,29-05-2025,4349.8,4349.8,Auto-Debit,2
R-FK-5836,L-FK-2024-1121,5,26-06-2025,04-07-2025,4349.8,4349.8,Auto-Debit,8
R-FK-5837,L-FK-2024-1121,6,26-07-2025,16-08-2025,4349.8,4349.8,Cash,21
R-FK-5838,L-FK-2024-1122,1,13-06-2024,14-06-2024,1735.74,1735.74,Debit Card,1
R-FK-5839,L-FK-2024-1122,2,13-07-2024,24-08-2024,1735.74,1735.74,UPI,42
R-FK-5840,L-FK-2024-1122,3,12-08-2024,20-09-2024,1735.74,1735.74,Auto-Debit,39
R-FK-5841,L-FK-2024-1123,1,22-01-2025,,2650.32,0.0,,
R-FK-5842,L-FK-2024-1123,2,21-02-2025,,2650.32,0.0,,
R-FK-5843,L-FK-2024-1123,3,23-03-2025,25-03-2025,2650.32,2650.32,UPI,2
R-FK-5844,L-FK-2024-1123,4,22-04-2025,,2650.32,0.0, Net Banking,
R-FK-5845,L-FK-2024-1123,5,22-05-2025,,2650.32,0.0,,
R-FK-5846,L-FK-2024-1123,6,21-06-2025,,2650.32,0.0,,
R-FK-5847,L-FK-2024-1124,1,04-06-2024,04-06-2024,2292.19,2292.19,UPI,0
R-FK-5848,L-FK-2024-1124,2,04-07-2024,04-07-2024,2292.19,2292.19,Net Banking,0
R-FK-5849,L-FK-2024-1124,3,03-08-2024,05-08-2024,2292.19,2292.19,Cash,2
R-FK-5850,L-FK-2024-1124,4,02-09-2024,04-09-2024,2292.19,2292.19,Net Banking,2
R-FK-5851,L-FK-2024-1124,5,02-10-2024,01-10-2024,2292.19,2292.19,UPI,-1
R-FK-5852,L-FK-2024-1124,6,01-11-2024,03-11-2024,2292.19,2292.19,Cash,2
R-FK-5853,L-FK-2024-1124,7,01-12-2024,01-12-2024,2292.19,2292.19,Auto-Debit,0
R-FK-5854,L-FK-2024-1124,8,31-12-2024,02-01-2025,2292.19,2292.19,UPI,2
R-FK-5855,L-FK-2024-1124,9,30-01-2025,30-01-2025,2292.19,2292.19,UPI,0
R-FK-5856,L-FK-2024-1124,10,01-03-2025,03-03-2025,2292.19,2292.19,Debit Card,2
R-FK-5857,L-FK-2024-1124,11,31-03-2025,31-03-2025,2292.19,2292.19,UPI,0
R-FK-5858,L-FK-2024-1124,12,30-04-2025,01-05-2025,2292.19,2292.19,Net Banking,1
R-FK-5859,L-FK-2024-1125,1,24-07-2024,04-09-2024,6294.94,6294.94,Cash,42
R-FK-5860,L-FK-2024-1125,2,23-08-2024,23-08-2024,6294.94,6294.94,UPI,0
R-FK-5861,L-FK-2024-1125,3,22-09-2024,24-09-2024,6294.94,6294.94,Net Banking,2
R-FK-5862,L-FK-2024-1126,1,05-12-2024,04-12-2024,3459.72,3459.72,Auto-Debit,-1
R-FK-5863,L-FK-2024-1126,2,04-01-2025,05-01-2025,3459.72,3459.72,UPI,1
R-FK-5864,L-FK-2024-1126,3,03-02-2025,25-01-2025,3459.72,3459.72,UPI,-9
R-FK-5865,L-FK-2024-1127,1,08-12-2024,,13614.84,0.0,,
R-FK-5866,L-FK-2024-1127,2,07-01-2025,,13614.84,0.0,,
R-FK-5867,L-FK-2024-1127,3,06-02-2025,,13614.84,0.0,,
R-FK-5868,L-FK-2024-1128,1,18-08-2024,11-08-2024,4386.18,4386.18,Auto-Debit,-7
R-FK-5869,L-FK-2024-1128,2,17-09-2024,19-09-2024,4386.18,4386.18,UPI,2
R-FK-5870,L-FK-2024-1128,3,17-10-2024,09-11-2024,4386.18,4386.18,UPI,23
R-FK-5871,L-FK-2024-1128,4,16-11-2024,18-11-2024,4386.18,4386.18,Auto-Debit,2
R-FK-5872,L-FK-2024-1128,5,16-12-2024,17-12-2024,4386.18,4386.18,UPI,1
R-FK-5873,L-FK-2024-1128,6,15-01-2025,16-01-2025,4386.18,4386.18,Cash,1
R-FK-5874,L-FK-2024-1129,1,04-11-2024,05-11-2024,780.17,780.17,Net Banking,1
R-FK-5875,L-FK-2024-1129,2,04-12-2024,,780.17,0.0,,
R-FK-5876,L-FK-2024-1129,3,03-01-2025,05-01-2025,780.17,780.17,Debit Card,2
R-FK-5877,L-FK-2024-1129,4,02-02-2025,16-02-2025,780.17,780.17,Cash,14
R-FK-5878,L-FK-2024-1129,5,04-03-2025,27-03-2025,780.17,780.17,UPI,23
